uesi_id,city,year,pm25_mean,who_2021,who_2005
AFG_N21716195,"Kabul, AFG",1998,9.38,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
AFG_N21716195,"Kabul, AFG",1999,10.47,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
AFG_N21716195,"Kabul, AFG",2000,29.66,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
AFG_N21716195,"Kabul, AFG",2001,33.11,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
AFG_N21716195,"Kabul, AFG",2002,31.86,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
AFG_N21716195,"Kabul, AFG",2003,25.605,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
AFG_N21716195,"Kabul, AFG",2004,24.14,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AFG_N21716195,"Kabul, AFG",2005,22.77,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AFG_N21716195,"Kabul, AFG",2006,24.045,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AFG_N21716195,"Kabul, AFG",2007,23.655,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AFG_N21716195,"Kabul, AFG",2008,26.595,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
AFG_N21716195,"Kabul, AFG",2009,31.634999999999998,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
AFG_N21716195,"Kabul, AFG",2010,30.76,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
AFG_N21716195,"Kabul, AFG",2011,37.28,Exceeding All Recommended Guidelines & Targets,Exceeding All Recommended Guidelines & Targets
AFG_N21716195,"Kabul, AFG",2012,32.91,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
AFG_N21716195,"Kabul, AFG",2013,35.06,Exceeding All Recommended Guidelines & Targets,Exceeding All Recommended Guidelines & Targets
AFG_N21716195,"Kabul, AFG",2014,32.845,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
AFG_N21716195,"Kabul, AFG",2015,35.685,Exceeding All Recommended Guidelines & Targets,Exceeding All Recommended Guidelines & Targets
AFG_N21716195,"Kabul, AFG",2016,35.285,Exceeding All Recommended Guidelines & Targets,Exceeding All Recommended Guidelines & Targets
AFG_N21716195,"Kabul, AFG",2017,32.22,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
AFG_N21716195,"Kabul, AFG",2018,44.68333333333333,Exceeding All Recommended Guidelines & Targets,Exceeding All Recommended Guidelines & Targets
AFG_N21716195,"Kabul, AFG",2019,55.890405288310376,Exceeding All Recommended Guidelines & Targets,Exceeding All Recommended Guidelines & Targets
AFG_N21716195,"Kabul, AFG",2020,31.515,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
AFG_N21716195,"Kabul, AFG",2021,28.155,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
AFG_N21716195,"Kabul, AFG",2022,17.1,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",1998,19.621111111111112,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",1999,16.36111111111111,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2000,14.95888888888889,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
AGO_R11704226,"Luanda, AGO",2001,18.566666666666666,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2002,17.107222222222223,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2003,15.021111111111113,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2004,16.58,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2005,17.07,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2006,14.86111111111111,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
AGO_R11704226,"Luanda, AGO",2007,17.93111111111111,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2008,18.413333333333334,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2009,16.994444444444444,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2010,19.443333333333335,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2011,17.955,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2012,18.358333333333334,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2013,19.532222222222224,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2014,16.788888888888888,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2015,18.458333333333336,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2016,18.835,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2017,17.383333333333333,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2018,17.094444444444445,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2019,19.19985238233495,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2020,15.596666666666668,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
AGO_R11704226,"Luanda, AGO",2021,13.584444444444443,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
AGO_R11704226,"Luanda, AGO",2022,8.8,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ALB_R1250106,"Tirana, ALB",2000,26.6,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
ALB_R1250106,"Tirana, ALB",2001,20.7,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2002,22.5,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2003,23.4,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2004,22.7,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2005,21.8,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2006,20.8,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2007,24.2,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2008,22.4,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2009,23.4,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2010,21.9,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2011,22.5,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2012,22.4,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2013,20.7,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2014,19,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2015,19.7,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2016,18.4,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2017,18.5,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2018,19.4,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2019,20.326879394906477,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2020,16,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ALB_R1250106,"Tirana, ALB",2021,12.5,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ALB_R1250106,"Tirana, ALB",2022,14.5,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R1224652,"Buenos Aires, ARG",1998,10.07,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R1224652,"Buenos Aires, ARG",1999,10.57,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2000,9.41,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2001,9.425,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2002,9.209999999999999,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2003,9.14,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2004,8.55,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2005,7.975,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2006,9.335,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2007,9.505,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2008,9.675,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2009,9.235,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2010,8.575,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2011,9.01,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2012,9.16,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2013,9.225,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2014,9.495,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2015,9,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2016,9.02,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2017,9.190000000000001,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2018,8.89,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2019,11.346080820180756,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2020,12.91,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2021,12.475,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R1224652,"Buenos Aires, ARG",2022,14.2,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R3594027,"Rosario, ARG",1998,13.07,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R3594027,"Rosario, ARG",1999,14.52,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R3594027,"Rosario, ARG",2000,10.67,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R3594027,"Rosario, ARG",2001,10.71,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R3594027,"Rosario, ARG",2002,10.280000000000001,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R3594027,"Rosario, ARG",2003,10.59,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R3594027,"Rosario, ARG",2004,9.835,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R3594027,"Rosario, ARG",2005,8.940000000000001,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R3594027,"Rosario, ARG",2006,10.29,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R3594027,"Rosario, ARG",2007,10.355,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R3594027,"Rosario, ARG",2008,10.83,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R3594027,"Rosario, ARG",2009,9.754999999999999,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R3594027,"Rosario, ARG",2010,8.93,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R3594027,"Rosario, ARG",2011,9.665,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R3594027,"Rosario, ARG",2012,9.425,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R3594027,"Rosario, ARG",2013,9.425,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R3594027,"Rosario, ARG",2014,9.1,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R3594027,"Rosario, ARG",2015,9.059999999999999,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R3594027,"Rosario, ARG",2016,9.395,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R3594027,"Rosario, ARG",2017,8.805,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R3594027,"Rosario, ARG",2018,9.185,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R3594027,"Rosario, ARG",2019,10.344351360053688,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R3594027,"Rosario, ARG",2020,12.29,Within WHO Interim Target 3 of 15µg/m^3,Within WHO Interim Target 3 of 15µg/m^3
ARG_R3594027,"Rosario, ARG",2021,7.619999999999999,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARG_R3594027,"Rosario, ARG",2022,5.8,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
ARM_R364087,"Yerevan, ARM",2000,21.9,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ARM_R364087,"Yerevan, ARM",2001,22.7,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ARM_R364087,"Yerevan, ARM",2002,22.9,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ARM_R364087,"Yerevan, ARM",2003,24.5,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ARM_R364087,"Yerevan, ARM",2004,24,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ARM_R364087,"Yerevan, ARM",2005,23.6,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ARM_R364087,"Yerevan, ARM",2006,24.1,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ARM_R364087,"Yerevan, ARM",2007,23.9,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ARM_R364087,"Yerevan, ARM",2008,28.8,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
ARM_R364087,"Yerevan, ARM",2009,27.9,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
ARM_R364087,"Yerevan, ARM",2010,28.4,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
ARM_R364087,"Yerevan, ARM",2011,26.4,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
ARM_R364087,"Yerevan, ARM",2012,26,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
ARM_R364087,"Yerevan, ARM",2013,24.6,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ARM_R364087,"Yerevan, ARM",2014,26.3,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
ARM_R364087,"Yerevan, ARM",2015,26.3,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
ARM_R364087,"Yerevan, ARM",2016,23.2,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ARM_R364087,"Yerevan, ARM",2017,24.3,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ARM_R364087,"Yerevan, ARM",2018,24.7,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ARM_R364087,"Yerevan, ARM",2019,29.06325883784302,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
ARM_R364087,"Yerevan, ARM",2020,24.9,Within WHO Interim Target 2 of 25µg/m^3,Within WHO Interim Target 2 of 25µg/m^3
ARM_R364087,"Yerevan, ARM",2021,33.9,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
ARM_R364087,"Yerevan, ARM",2022,31.4,Within WHO Interim Target 1 of 35µg/m^3,Within WHO Interim Target 1 of 35µg/m^3
AUS_N19949789,"Toowoomba, AUS",1998,2.71,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",1999,3.01,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2000,3.1950000000000003,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2001,3.585,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2002,4,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2003,3.585,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2004,3.415,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2005,3.165,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2006,3.285,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2007,3.0999999999999996,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2008,3.165,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2009,5.005,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2010,3.15,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2011,3.7299999999999995,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2012,3.885,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2013,3.805,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2014,3.6,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2015,3.375,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2016,3.6399999999999997,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2017,3.58,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2018,3.545,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2019,7.242189994817679,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2020,3.31,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2021,3.51,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_N19949789,"Toowoomba, AUS",2022,2.4,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",1998,1.58,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",1999,1.73,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2000,2.97,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2001,3.165,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2002,3.145,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2003,3.825,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2004,2.835,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2005,3,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2006,3.705,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2007,3.535,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2008,3.1,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2009,3.0500000000000003,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2010,2.935,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2011,2.955,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2012,3.04,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2013,3.235,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2014,3.2,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2015,2.8,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2016,3.32,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2017,3.1933333333333334,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2018,3.2666666666666666,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2019,4.694935488395349,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2020,2.97,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2021,2.235,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R10632745,"Hobart, AUS",2022,3.2,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R11343564,"Perth, AUS",1998,4.01,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R11343564,"Perth, AUS",1999,4.7,Within Recommended Value of 5µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R11343564,"Perth, AUS",2000,5.775,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
AUS_R11343564,"Perth, AUS",2001,5.99,Within WHO Interim Target 4 of 10µg/m^3,Within Recommended Value of 10µg/m^3
