uesi_id,city,date,pm25,pm10,o3,no2,so2,co,psi
CHN_R912940,"Beijing, CHN",01/20/2016,130.8,90,9.866666666666667,35.46666666666667,24.666666666666668,27.6,NA
CHN_R912940,"Beijing, CHN",01/20/2017,98.0625,30.8125,25.5,14.375,4.5625,6.125,NA
CHN_R912940,"Beijing, CHN",01/20/2018,158.06666666666666,58.666666666666664,15.3125,24.333333333333332,4.533333333333333,8.1875,NA
CHN_R912940,"Beijing, CHN",01/20/2019,49.3125,28.875,27.25,8.3125,1.5333333333333334,2.5,NA
CHN_R912940,"Beijing, CHN",01/20/2020,88.0625,25.8125,24.25,7.25,1,1.9375,NA
CHN_R912940,"Beijing, CHN",01/20/2021,101.3125,53.4375,15.125,16.25,1.7142857142857142,6.5625,NA
CHN_R912940,"Beijing, CHN",01/20/2022,140.9375,38.6875,16.5,10.5,1.2857142857142858,3.8125,NA
CHN_R912940,"Beijing, CHN",01/20/2023,86.1875,37.75,23.5,2.875,1,2.375,NA
CHN_R912940,"Beijing, CHN",01/20/2024,120.875,52.125,25.5625,19.5625,1.3571428571428572,6.4375,NA
CHN_R912940,"Beijing, CHN",01/21/2014,46.46666666666667,44.46666666666667,20.214285714285715,21,17.866666666666667,17.2,NA
CHN_R912940,"Beijing, CHN",01/21/2015,169.4375,25,25.4375,14.625,8.25,6,NA
CHN_R912940,"Beijing, CHN",01/21/2016,180.2,97.2,7,31.133333333333333,13.6,25.071428571428573,NA
CHN_R912940,"Beijing, CHN",01/21/2017,69.6875,38.625,28.5,13,5.25,7.1875,NA
CHN_R912940,"Beijing, CHN",01/21/2018,94.46666666666667,59.333333333333336,13.875,20.533333333333335,9.8,10.875,NA
CHN_R912940,"Beijing, CHN",01/21/2019,37.8125,51.0625,25.25,18.5,3,4.6875,NA
CHN_R912940,"Beijing, CHN",01/21/2020,36.5,48.3125,17.5625,18.1875,2.533333333333333,7.125,NA
CHN_R912940,"Beijing, CHN",01/21/2021,133.3125,72.1875,10.875,25.4375,2.5,10.0625,NA
CHN_R912940,"Beijing, CHN",01/21/2022,106.375,55.5,12.5,15.1875,1.2222222222222223,6.4375,NA
CHN_R912940,"Beijing, CHN",01/21/2023,38.625,53.875,20.375,10.4375,1.5,3.625,NA
CHN_R912940,"Beijing, CHN",01/21/2024,98.1875,20.625,26.0625,3.7142857142857144,1,1.7142857142857142,NA
CHN_R912940,"Beijing, CHN",01/22/2014,125.06666666666666,97.6,6.928571428571429,42.07142857142857,37.86666666666667,27.6,NA
CHN_R912940,"Beijing, CHN",01/22/2015,63.9375,84.875,11.8125,35.875,19.5625,17.625,NA
CHN_R912940,"Beijing, CHN",01/22/2016,191.6,29.866666666666667,27.133333333333333,7.2,3.2666666666666666,5.933333333333334,NA
CHN_R912940,"Beijing, CHN",01/22/2017,72.0625,31.6875,21.1875,18.1875,5.8125,6.6875,NA
CHN_R912940,"Beijing, CHN",01/22/2018,102.26666666666667,43.333333333333336,27.875,13.333333333333334,2.8666666666666667,6.875,NA
CHN_R912940,"Beijing, CHN",01/22/2019,75.9375,57.4375,21.875,21.9375,3.375,6.5625,NA
